# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "genomic.gff" "-o" "counts.txt" "-t" "gene" "-g" "ID" "-p" "-B" "SRR22805709.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR22805709.sorted.bam
gene-T240_RS0107460	NZ_AXNK01000026.1	199167	200387	-	1221	4669
gene-T240_RS0107465	NZ_AXNK01000026.1	200456	201784	-	1329	7165
gene-T240_RS0107470	NZ_AXNK01000026.1	201882	202658	-	777	5891
gene-T240_RS0107475	NZ_AXNK01000026.1	203240	204523	-	1284	28581
gene-T240_RS0107480	NZ_AXNK01000026.1	204728	205501	-	774	1503
gene-T240_RS26640	NZ_AXNK01000026.1	205488	205685	-	198	26
gene-T240_RS0107490	NZ_AXNK01000026.1	205770	207359	-	1590	4766
gene-T240_RS0107495	NZ_AXNK01000026.1	207481	207936	-	456	930
gene-T240_RS0107500	NZ_AXNK01000026.1	208002	208400	-	399	422
gene-T240_RS0107505	NZ_AXNK01000026.1	208452	208901	+	450	17
gene-T240_RS0107510	NZ_AXNK01000026.1	208969	209472	-	504	280
gene-T240_RS0107515	NZ_AXNK01000026.1	209456	209983	-	528	95
gene-T240_RS0107520	NZ_AXNK01000026.1	210350	212389	+	2040	2264
gene-T240_RS0107525	NZ_AXNK01000026.1	212539	213552	+	1014	480
gene-T240_RS0107530	NZ_AXNK01000026.1	213573	214451	+	879	411
gene-T240_RS0107535	NZ_AXNK01000026.1	214504	215850	-	1347	4028
gene-T240_RS0107540	NZ_AXNK01000026.1	215908	216321	-	414	1130
gene-T240_RS0107545	NZ_AXNK01000026.1	216418	217338	-	921	4334
gene-T240_RS0107550	NZ_AXNK01000026.1	217519	219654	-	2136	63680
gene-T240_RS0107555	NZ_AXNK01000026.1	220007	220276	-	270	1522
gene-T240_RS0107560	NZ_AXNK01000026.1	220427	221371	-	945	637
gene-T240_RS0107565	NZ_AXNK01000026.1	221371	221766	-	396	205
gene-T240_RS0107570	NZ_AXNK01000026.1	221881	224598	-	2718	12435
gene-T240_RS0107575	NZ_AXNK01000026.1	224621	226108	-	1488	10175
gene-T240_RS0107580	NZ_AXNK01000026.1	226145	226600	-	456	7723
gene-T240_RS0107585	NZ_AXNK01000026.1	226828	226904	-	77	5782
gene-T240_RS0107590	NZ_AXNK01000026.1	226961	227044	-	84	153
gene-T240_RS0107595	NZ_AXNK01000026.1	227060	227398	-	339	2831
gene-T240_RS0107605	NZ_AXNK01000026.1	227621	228961	-	1341	2624
gene-T240_RS0107610	NZ_AXNK01000026.1	228981	229811	-	831	1005
gene-T240_RS0107615	NZ_AXNK01000026.1	229864	231843	-	1980	19051
gene-T240_RS0107620	NZ_AXNK01000026.1	231952	232581	-	630	4357
gene-T240_RS0107625	NZ_AXNK01000026.1	232720	233016	+	297	2602
gene-T240_RS0107630	NZ_AXNK01000026.1	233098	233571	-	474	583
gene-T240_RS0107635	NZ_AXNK01000026.1	234109	235122	+	1014	1066
gene-T240_RS0107640	NZ_AXNK01000026.1	235321	236742	+	1422	1743
gene-T240_RS0107645	NZ_AXNK01000026.1	236721	237566	-	846	732
gene-T240_RS0107650	NZ_AXNK01000026.1	237984	239171	-	1188	5535
gene-T240_RS0107655	NZ_AXNK01000026.1	239302	240591	+	1290	1731
gene-T240_RS0107660	NZ_AXNK01000026.1	240616	243747	-	3132	1151
gene-T240_RS0107665	NZ_AXNK01000026.1	243757	244872	-	1116	1013
gene-T240_RS0107670	NZ_AXNK01000026.1	244981	245322	-	342	1720
gene-T240_RS0107675	NZ_AXNK01000026.1	245570	246865	+	1296	11117
gene-T240_RS0107690	NZ_AXNK01000026.1	247203	248288	+	1086	760
gene-T240_RS0107695	NZ_AXNK01000026.1	248375	249400	+	1026	2083
gene-T240_RS0107700	NZ_AXNK01000026.1	249627	253013	+	3387	861
gene-T240_RS0107705	NZ_AXNK01000026.1	253922	255604	+	1683	1817
gene-T240_RS0107710	NZ_AXNK01000026.1	255775	256761	+	987	491
gene-T240_RS0107715	NZ_AXNK01000026.1	256764	257789	+	1026	118
gene-T240_RS0107720	NZ_AXNK01000026.1	257792	258775	+	984	108
gene-T240_RS0107725	NZ_AXNK01000026.1	258823	259818	+	996	164
gene-T240_RS0107730	NZ_AXNK01000026.1	259882	261621	+	1740	167
gene-T240_RS0107735	NZ_AXNK01000026.1	261624	262514	+	891	14
gene-T240_RS0107740	NZ_AXNK01000026.1	262523	264442	+	1920	205
gene-T240_RS0107745	NZ_AXNK01000026.1	264527	266935	+	2409	228
gene-T240_RS0107750	NZ_AXNK01000026.1	267042	268454	+	1413	127
gene-T240_RS0107755	NZ_AXNK01000026.1	268608	269639	-	1032	541
gene-T240_RS0107760	NZ_AXNK01000026.1	269639	271264	-	1626	672
gene-T240_RS0107765	NZ_AXNK01000026.1	271364	272377	-	1014	10305
gene-T240_RS0107770	NZ_AXNK01000026.1	272529	273758	-	1230	125
gene-T240_RS0107775	NZ_AXNK01000026.1	273785	274123	-	339	6
gene-T240_RS0107780	NZ_AXNK01000026.1	274312	274680	-	369	47
gene-T240_RS0107785	NZ_AXNK01000026.1	274779	277376	-	2598	73646
gene-T240_RS0107790	NZ_AXNK01000026.1	277645	279960	-	2316	1195
gene-T240_RS0107795	NZ_AXNK01000026.1	280048	282420	-	2373	2121
gene-T240_RS0107800	NZ_AXNK01000026.1	282413	284881	-	2469	1950
gene-T240_RS0107805	NZ_AXNK01000026.1	284948	285664	+	717	871
gene-T240_RS0107810	NZ_AXNK01000026.1	285801	286247	+	447	2132
gene-T240_RS0107815	NZ_AXNK01000026.1	286440	287324	+	885	1011
gene-T240_RS0107820	NZ_AXNK01000026.1	287406	288773	+	1368	5636
gene-T240_RS0107825	NZ_AXNK01000026.1	288770	289255	+	486	627
gene-T240_RS0107830	NZ_AXNK01000026.1	289280	290074	+	795	1297
gene-T240_RS0107835	NZ_AXNK01000026.1	290086	290991	+	906	836
gene-T240_RS0107840	NZ_AXNK01000026.1	291043	291972	-	930	113
gene-T240_RS0107845	NZ_AXNK01000026.1	292102	292872	-	771	517
gene-T240_RS0107850	NZ_AXNK01000026.1	292873	293790	-	918	1034
gene-T240_RS0107855	NZ_AXNK01000026.1	294043	295713	-	1671	1238
gene-T240_RS0107860	NZ_AXNK01000026.1	295997	296665	+	669	3311
gene-T240_RS0107865	NZ_AXNK01000026.1	296736	297266	-	531	9341
gene-T240_RS0107870	NZ_AXNK01000026.1	297585	298199	+	615	0
gene-T240_RS0107875	NZ_AXNK01000026.1	298327	299754	-	1428	9744
gene-T240_RS0107880	NZ_AXNK01000026.1	300023	301906	-	1884	1756
gene-T240_RS0107885	NZ_AXNK01000026.1	301926	304589	-	2664	7173
gene-T240_RS0107890	NZ_AXNK01000026.1	304638	305405	-	768	1481
gene-T240_RS0107895	NZ_AXNK01000026.1	305811	306362	-	552	485
gene-T240_RS0107900	NZ_AXNK01000026.1	306455	307342	+	888	3422
gene-T240_RS0107905	NZ_AXNK01000026.1	307605	308024	+	420	50
gene-T240_RS0107910	NZ_AXNK01000026.1	308034	309719	+	1686	263
gene-T240_RS0107915	NZ_AXNK01000026.1	309743	310966	+	1224	288
gene-T240_RS0107920	NZ_AXNK01000026.1	311031	311900	+	870	1362
gene-T240_RS0107925	NZ_AXNK01000026.1	311901	312515	+	615	749
gene-T240_RS0107930	NZ_AXNK01000026.1	312543	313283	+	741	1316
gene-T240_RS0107935	NZ_AXNK01000026.1	313352	313546	+	195	78
gene-T240_RS0107940	NZ_AXNK01000026.1	313934	314287	-	354	1689
gene-T240_RS0107945	NZ_AXNK01000026.1	314329	315072	-	744	10939
gene-T240_RS0107950	NZ_AXNK01000026.1	315100	315648	-	549	5483
gene-T240_RS0107955	NZ_AXNK01000026.1	315677	315925	-	249	3853
gene-T240_RS0107960	NZ_AXNK01000026.1	316135	317517	-	1383	20394
gene-T240_RS0107965	NZ_AXNK01000026.1	317730	318524	+	795	5026
gene-T240_RS0107970	NZ_AXNK01000026.1	318650	319930	+	1281	2920
gene-T240_RS0107975	NZ_AXNK01000026.1	319991	320509	-	519	385
gene-T240_RS0107980	NZ_AXNK01000026.1	320576	321181	-	606	1123
gene-T240_RS0107985	NZ_AXNK01000026.1	321206	322774	-	1569	1745
gene-T240_RS0107990	NZ_AXNK01000026.1	322931	325774	-	2844	3001
gene-T240_RS0107995	NZ_AXNK01000026.1	325784	326245	-	462	85
gene-T240_RS0108000	NZ_AXNK01000026.1	326239	327189	-	951	661
gene-T240_RS0108005	NZ_AXNK01000026.1	327342	328472	-	1131	1539
gene-T240_RS0108010	NZ_AXNK01000026.1	328482	330269	-	1788	7592
gene-T240_RS0108015	NZ_AXNK01000026.1	330302	330559	-	258	640
gene-T240_RS0108025	NZ_AXNK01000027.1	593	1747	-	1155	4171
gene-T240_RS0108030	NZ_AXNK01000027.1	2183	3376	-	1194	271
gene-T240_RS0108035	NZ_AXNK01000027.1	3390	5330	-	1941	477
gene-T240_RS0108040	NZ_AXNK01000027.1	5492	6418	-	927	322
gene-T240_RS0108045	NZ_AXNK01000027.1	6435	7526	-	1092	627
gene-T240_RS0108050	NZ_AXNK01000027.1	7571	8350	-	780	167
gene-T240_RS0108055	NZ_AXNK01000027.1	8381	9169	-	789	569
gene-T240_RS0108060	NZ_AXNK01000027.1	9188	9937	-	750	1287
gene-T240_RS0108070	NZ_AXNK01000027.1	10232	11545	-	1314	4714
gene-T240_RS0108075	NZ_AXNK01000027.1	11577	12284	-	708	2346
gene-T240_RS0108080	NZ_AXNK01000027.1	12302	12715	-	414	1712
gene-T240_RS0108085	NZ_AXNK01000027.1	12721	13116	-	396	9654
gene-T240_RS0108090	NZ_AXNK01000027.1	13429	14256	-	828	2772
gene-T240_RS0108095	NZ_AXNK01000027.1	14268	15194	-	927	3901
gene-T240_RS0108100	NZ_AXNK01000027.1	15271	16017	+	747	1571
gene-T240_RS0108105	NZ_AXNK01000027.1	16145	16462	+	318	2221
gene-T240_RS0108110	NZ_AXNK01000027.1	16489	16914	+	426	3128
gene-T240_RS0108115	NZ_AXNK01000027.1	17028	17459	-	432	157
gene-T240_RS0108120	NZ_AXNK01000027.1	17469	18107	-	639	1165
gene-T240_RS0108125	NZ_AXNK01000027.1	18278	19411	+	1134	1132
gene-T240_RS0108130	NZ_AXNK01000027.1	19591	19667	+	77	297
gene-T240_RS0108135	NZ_AXNK01000027.1	19937	20443	+	507	1397
gene-T240_RS0108140	NZ_AXNK01000027.1	20687	21646	-	960	1017
gene-T240_RS0108145	NZ_AXNK01000027.1	22284	23708	-	1425	9715
gene-T240_RS0108150	NZ_AXNK01000027.1	23887	24483	-	597	365
gene-T240_RS0108155	NZ_AXNK01000027.1	24606	25727	-	1122	92
gene-T240_RS0108160	NZ_AXNK01000027.1	26203	28938	+	2736	1051
gene-T240_RS0108165	NZ_AXNK01000027.1	28960	29409	+	450	160
gene-T240_RS0108170	NZ_AXNK01000027.1	29474	30166	-	693	267
gene-T240_RS0108175	NZ_AXNK01000027.1	30603	33254	-	2652	407
gene-T240_RS0108180	NZ_AXNK01000027.1	33815	34687	+	873	793
gene-T240_RS0108185	NZ_AXNK01000027.1	34993	35069	-	77	10
gene-T240_RS24530	NZ_AXNK01000027.1	35329	35469	+	141	274
gene-T240_RS0108195	NZ_AXNK01000027.1	35601	36182	+	582	1572
gene-T240_RS0108200	NZ_AXNK01000027.1	36282	37397	+	1116	1706
gene-T240_RS0108205	NZ_AXNK01000027.1	37454	37927	-	474	115
gene-T240_RS0108210	NZ_AXNK01000027.1	38036	39718	-	1683	1186
gene-T240_RS0108215	NZ_AXNK01000027.1	39942	40793	-	852	2279
gene-T240_RS0108220	NZ_AXNK01000027.1	40848	41657	-	810	346
gene-T240_RS0108225	NZ_AXNK01000027.1	41663	42046	-	384	210
gene-T240_RS0108230	NZ_AXNK01000027.1	42088	42945	-	858	407
gene-T240_RS0108235	NZ_AXNK01000027.1	42949	44037	-	1089	1458
gene-T240_RS0108240	NZ_AXNK01000027.1	44067	45323	-	1257	5881
gene-T240_RS0108245	NZ_AXNK01000027.1	45458	46096	+	639	3317
gene-T240_RS0108250	NZ_AXNK01000027.1	46093	46965	+	873	16566
gene-T240_RS0108255	NZ_AXNK01000027.1	46994	47938	+	945	40319
gene-T240_RS0108260	NZ_AXNK01000027.1	48090	48680	+	591	7605
gene-T240_RS0108265	NZ_AXNK01000027.1	48691	49782	+	1092	6222
gene-T240_RS23920	NZ_AXNK01000027.1	49787	50047	+	261	2
gene-T240_RS0108275	NZ_AXNK01000027.1	50066	50142	+	77	1
gene-T240_RS0108280	NZ_AXNK01000027.1	50183	50267	+	85	134
gene-T240_RS0108285	NZ_AXNK01000027.1	50299	50373	+	75	27
gene-T240_RS0108290	NZ_AXNK01000027.1	50451	50527	+	77	537
gene-T240_RS0108295	NZ_AXNK01000027.1	50605	50689	+	85	407
gene-T240_RS0108300	NZ_AXNK01000028.1	39	971	-	933	666
gene-T240_RS0108305	NZ_AXNK01000028.1	1003	1695	-	693	789
gene-T240_RS0108310	NZ_AXNK01000028.1	1745	3358	-	1614	346
gene-T240_RS0108315	NZ_AXNK01000028.1	3601	5031	-	1431	1144
gene-T240_RS0108320	NZ_AXNK01000028.1	5403	6857	+	1455	1370
gene-T240_RS0108325	NZ_AXNK01000028.1	7111	8319	+	1209	1170
gene-T240_RS0108330	NZ_AXNK01000028.1	8543	9472	+	930	1501
gene-T240_RS0108335	NZ_AXNK01000028.1	9485	10336	+	852	148
gene-T240_RS0108340	NZ_AXNK01000028.1	10370	10936	-	567	481
gene-T240_RS0108345	NZ_AXNK01000028.1	11013	14114	-	3102	1974
gene-T240_RS0108350	NZ_AXNK01000028.1	14111	15196	-	1086	401
gene-T240_RS0108355	NZ_AXNK01000028.1	15198	16229	-	1032	3141
gene-T240_RS0108360	NZ_AXNK01000028.1	16391	16780	-	390	3922
gene-T240_RS0108365	NZ_AXNK01000028.1	16773	17006	-	234	6657
gene-T240_RS0108370	NZ_AXNK01000028.1	17021	17692	-	672	30231
gene-T240_RS0108375	NZ_AXNK01000028.1	17925	18935	+	1011	1570
gene-T240_RS0108380	NZ_AXNK01000028.1	19162	20781	+	1620	2456
gene-T240_RS0108385	NZ_AXNK01000028.1	20781	21743	+	963	554
gene-T240_RS0108390	NZ_AXNK01000028.1	21730	22617	+	888	869
gene-T240_RS0108395	NZ_AXNK01000028.1	22617	23612	+	996	1208
gene-T240_RS0108400	NZ_AXNK01000028.1	23609	24391	+	783	449
gene-T240_RS0108405	NZ_AXNK01000028.1	24467	24856	-	390	138
gene-T240_RS0108410	NZ_AXNK01000028.1	24932	25837	-	906	4519
gene-T240_RS0108415	NZ_AXNK01000028.1	26032	27246	+	1215	144
gene-T240_RS0108420	NZ_AXNK01000028.1	27332	29071	-	1740	2358
gene-T240_RS0108425	NZ_AXNK01000028.1	29316	31778	-	2463	5215
gene-T240_RS0108430	NZ_AXNK01000028.1	31803	32987	-	1185	2719
gene-T240_RS0108435	NZ_AXNK01000028.1	33038	33217	-	180	178
gene-T240_RS0108440	NZ_AXNK01000028.1	33678	34490	+	813	840
gene-T240_RS26840	NZ_AXNK01000028.1	34728	34865	+	138	72
gene-T240_RS0108450	NZ_AXNK01000028.1	34938	35798	-	861	178
gene-T240_RS0108455	NZ_AXNK01000028.1	36098	36334	+	237	309
gene-T240_RS0108460	NZ_AXNK01000028.1	36419	36841	-	423	28
gene-T240_RS0108465	NZ_AXNK01000028.1	36930	37814	+	885	515
gene-T240_RS0108470	NZ_AXNK01000028.1	37823	38650	+	828	2355
gene-T240_RS0108475	NZ_AXNK01000028.1	38647	39285	+	639	429
gene-T240_RS0108480	NZ_AXNK01000028.1	39358	39936	-	579	1151
gene-T240_RS0108485	NZ_AXNK01000028.1	40019	41401	-	1383	22921
gene-T240_RS0108490	NZ_AXNK01000028.1	41605	42099	+	495	3539
gene-T240_RS0108495	NZ_AXNK01000028.1	42160	42888	+	729	1036
gene-T240_RS0108500	NZ_AXNK01000028.1	42997	44211	+	1215	2038
gene-T240_RS0108505	NZ_AXNK01000028.1	44285	44788	+	504	746
gene-T240_RS0108510	NZ_AXNK01000028.1	44856	45491	-	636	348
gene-T240_RS0108515	NZ_AXNK01000028.1	45488	46261	-	774	365
gene-T240_RS0108520	NZ_AXNK01000028.1	46243	46980	-	738	654
gene-T240_RS0108525	NZ_AXNK01000028.1	46993	47607	-	615	213
gene-T240_RS0108530	NZ_AXNK01000028.1	47634	48707	-	1074	1385
gene-T240_RS0108535	NZ_AXNK01000028.1	48773	49813	-	1041	1564
gene-T240_RS0108540	NZ_AXNK01000028.1	49829	51124	-	1296	1992
gene-T240_RS0108545	NZ_AXNK01000028.1	51130	52026	-	897	4212
gene-T240_RS0108550	NZ_AXNK01000028.1	52583	53536	+	954	458
gene-T240_RS0108560	NZ_AXNK01000028.1	53713	56085	+	2373	504
gene-T240_RS0108565	NZ_AXNK01000028.1	56191	57792	-	1602	1367
gene-T240_RS0108570	NZ_AXNK01000028.1	58684	59091	+	408	871
gene-T240_RS0108575	NZ_AXNK01000028.1	59217	60521	-	1305	3186
gene-T240_RS0108580	NZ_AXNK01000028.1	60639	60908	-	270	210
gene-T240_RS0108585	NZ_AXNK01000028.1	61098	62222	+	1125	7860
gene-T240_RS0108590	NZ_AXNK01000028.1	62233	62850	+	618	2522
gene-T240_RS0108595	NZ_AXNK01000028.1	62991	64361	+	1371	27854
gene-T240_RS0108600	NZ_AXNK01000028.1	64488	65027	-	540	121
gene-T240_RS0108605	NZ_AXNK01000028.1	65024	65617	-	594	38
gene-T240_RS0108610	NZ_AXNK01000028.1	65577	66089	-	513	25
gene-T240_RS0108615	NZ_AXNK01000028.1	66095	67351	-	1257	134
gene-T240_RS0108620	NZ_AXNK01000028.1	67345	68163	-	819	218
gene-T240_RS0108625	NZ_AXNK01000028.1	68165	69457	-	1293	582
gene-T240_RS0108630	NZ_AXNK01000028.1	69469	70194	-	726	236
gene-T240_RS0108635	NZ_AXNK01000028.1	70191	70610	-	420	73
gene-T240_RS0108640	NZ_AXNK01000028.1	70825	71688	-	864	9589
gene-T240_RS26845	NZ_AXNK01000028.1	72046	72213	+	168	2537
gene-T240_RS0108650	NZ_AXNK01000028.1	72296	72982	-	687	3159
gene-T240_RS0108655	NZ_AXNK01000028.1	72979	73785	-	807	337
gene-T240_RS0108660	NZ_AXNK01000028.1	73785	74936	-	1152	2120
gene-T240_RS0108665	NZ_AXNK01000028.1	74923	75975	-	1053	5632
gene-T240_RS0108670	NZ_AXNK01000028.1	76105	77385	+	1281	3383
gene-T240_RS0108675	NZ_AXNK01000028.1	77455	77721	-	267	55
gene-T240_RS0108680	NZ_AXNK01000028.1	77862	78575	-	714	247
gene-T240_RS0108685	NZ_AXNK01000028.1	78575	79561	-	987	319
gene-T240_RS0108690	NZ_AXNK01000028.1	79647	80954	-	1308	15436
gene-T240_RS0108695	NZ_AXNK01000028.1	81046	82335	-	1290	3460
gene-T240_RS0108700	NZ_AXNK01000028.1	82402	83028	-	627	1080
gene-T240_RS0108705	NZ_AXNK01000028.1	83103	86189	-	3087	4015
gene-T240_RS0108710	NZ_AXNK01000028.1	86342	86836	-	495	3444
gene-T240_RS0108715	NZ_AXNK01000028.1	86993	88117	+	1125	56558
gene-T240_RS0108720	NZ_AXNK01000028.1	88210	89406	-	1197	976
gene-T240_RS0108725	NZ_AXNK01000028.1	89463	90437	-	975	2202
gene-T240_RS0108730	NZ_AXNK01000028.1	90752	91516	+	765	1606
gene-T240_RS0108735	NZ_AXNK01000028.1	91641	92411	+	771	504
gene-T240_RS0108740	NZ_AXNK01000028.1	92661	93989	+	1329	118
gene-T240_RS0108745	NZ_AXNK01000028.1	93986	94945	+	960	66
gene-T240_RS0108750	NZ_AXNK01000028.1	95016	96038	-	1023	505
gene-T240_RS0108760	NZ_AXNK01000028.1	96676	97632	+	957	452
gene-T240_RS0108765	NZ_AXNK01000028.1	97707	98159	-	453	534
gene-T240_RS0108770	NZ_AXNK01000028.1	98361	101522	-	3162	1220
gene-T240_RS0108775	NZ_AXNK01000028.1	101525	102664	-	1140	1493
gene-T240_RS0108780	NZ_AXNK01000028.1	103089	104726	-	1638	1590
gene-T240_RS0108785	NZ_AXNK01000028.1	105307	107316	-	2010	1219
gene-T240_RS27020	NZ_AXNK01000028.1	107417	107863	-	447	631
gene-T240_RS0108795	NZ_AXNK01000028.1	107856	109034	-	1179	2576
gene-T240_RS0108800	NZ_AXNK01000028.1	109009	109749	-	741	2753
gene-T240_RS0108805	NZ_AXNK01000028.1	109834	113229	-	3396	3261
gene-T240_RS0108810	NZ_AXNK01000028.1	113232	113807	-	576	663
gene-T240_RS0108815	NZ_AXNK01000028.1	113807	114592	-	786	3106
gene-T240_RS0108820	NZ_AXNK01000028.1	114971	116389	-	1419	361
gene-T240_RS0108825	NZ_AXNK01000028.1	116476	116745	-	270	78
gene-T240_RS0108830	NZ_AXNK01000028.1	117124	118998	+	1875	5725
gene-T240_RS0108835	NZ_AXNK01000028.1	119068	119790	+	723	413
gene-T240_RS0108840	NZ_AXNK01000028.1	119861	121099	-	1239	197
gene-T240_RS0108845	NZ_AXNK01000028.1	121771	122292	+	522	8503
gene-T240_RS27025	NZ_AXNK01000028.1	122594	123223	-	630	1395
gene-T240_RS0108855	NZ_AXNK01000028.1	123285	123674	-	390	204
gene-T240_RS0108860	NZ_AXNK01000028.1	123796	124038	+	243	378
gene-T240_RS0108870	NZ_AXNK01000028.1	124402	126225	-	1824	4493
gene-T240_RS0108875	NZ_AXNK01000028.1	126417	127553	-	1137	498
gene-T240_RS0108880	NZ_AXNK01000028.1	127636	127723	-	88	65
gene-T240_RS0108885	NZ_AXNK01000028.1	127868	128317	-	450	877
gene-T240_RS0108890	NZ_AXNK01000028.1	128774	131194	-	2421	1291
gene-T240_RS0108895	NZ_AXNK01000028.1	131248	131859	+	612	1686
gene-T240_RS0108900	NZ_AXNK01000028.1	131933	133099	-	1167	204
gene-T240_RS0108905	NZ_AXNK01000028.1	133102	133671	-	570	198
gene-T240_RS0108910	NZ_AXNK01000028.1	133680	134096	-	417	65
gene-T240_RS0108915	NZ_AXNK01000028.1	134096	135139	-	1044	531
gene-T240_RS0108920	NZ_AXNK01000028.1	135258	136319	-	1062	8511
gene-T240_RS0108925	NZ_AXNK01000028.1	136531	137286	-	756	827
gene-T240_RS0108930	NZ_AXNK01000028.1	137302	137826	-	525	1341
gene-T240_RS0108935	NZ_AXNK01000028.1	137857	139209	-	1353	5084
gene-T240_RS0108940	NZ_AXNK01000028.1	139220	140290	-	1071	980
gene-T240_RS0108945	NZ_AXNK01000028.1	140303	140746	-	444	406
gene-T240_RS0108950	NZ_AXNK01000028.1	140752	141450	-	699	1706
gene-T240_RS0108955	NZ_AXNK01000028.1	141440	141859	-	420	273
gene-T240_RS0108960	NZ_AXNK01000028.1	142032	142334	-	303	834
gene-T240_RS24565	NZ_AXNK01000028.1	142327	142434	-	108	4
gene-T240_RS0108970	NZ_AXNK01000028.1	142447	143583	-	1137	14146
gene-T240_RS0108975	NZ_AXNK01000028.1	143601	145187	-	1587	32054
gene-T240_RS0108980	NZ_AXNK01000028.1	145648	146652	-	1005	3018
gene-T240_RS0108985	NZ_AXNK01000028.1	146674	147288	-	615	2519
gene-T240_RS0108990	NZ_AXNK01000028.1	147367	148818	-	1452	676
gene-T240_RS0108995	NZ_AXNK01000028.1	148940	149461	-	522	239
gene-T240_RS0109000	NZ_AXNK01000028.1	149590	151368	-	1779	17943
gene-T240_RS0109005	NZ_AXNK01000028.1	151642	152508	+	867	299
gene-T240_RS0109010	NZ_AXNK01000028.1	152651	153388	+	738	1709
gene-T240_RS0109015	NZ_AXNK01000028.1	153501	154472	+	972	644
gene-T240_RS0109020	NZ_AXNK01000028.1	154694	155440	+	747	835
gene-T240_RS0109025	NZ_AXNK01000028.1	155452	156957	+	1506	2457
gene-T240_RS0109030	NZ_AXNK01000028.1	156961	157929	+	969	2971
gene-T240_RS26850	NZ_AXNK01000028.1	158133	158285	+	153	8
gene-T240_RS0109040	NZ_AXNK01000028.1	158454	162917	-	4464	1879
gene-T240_RS0109045	NZ_AXNK01000028.1	162920	163645	-	726	544
gene-T240_RS0109050	NZ_AXNK01000028.1	163626	164963	-	1338	952
gene-T240_RS0109055	NZ_AXNK01000028.1	164966	165757	-	792	1678
gene-T240_RS0109060	NZ_AXNK01000028.1	165872	166657	+	786	1057
gene-T240_RS0109065	NZ_AXNK01000028.1	166727	167440	-	714	2228
gene-T240_RS0109070	NZ_AXNK01000028.1	167706	168353	+	648	1337
gene-T240_RS0109075	NZ_AXNK01000028.1	168791	169795	+	1005	6227
gene-T240_RS0109080	NZ_AXNK01000028.1	170268	170858	+	591	4806
gene-T240_RS0109085	NZ_AXNK01000028.1	171070	171762	+	693	425
gene-T240_RS0109090	NZ_AXNK01000028.1	171762	172082	+	321	413
gene-T240_RS0109095	NZ_AXNK01000028.1	172124	172927	-	804	2198
gene-T240_RS0109100	NZ_AXNK01000028.1	173050	174507	-	1458	2560
gene-T240_RS0109105	NZ_AXNK01000028.1	174497	175714	-	1218	3425
gene-T240_RS0109110	NZ_AXNK01000028.1	176311	178941	-	2631	6658
gene-T240_RS0109115	NZ_AXNK01000028.1	179406	179654	+	249	90
gene-T240_RS0109120	NZ_AXNK01000028.1	179712	180992	-	1281	5531
gene-T240_RS0109125	NZ_AXNK01000028.1	181154	181630	-	477	335
gene-T240_RS0109130	NZ_AXNK01000028.1	181670	182380	+	711	1525
gene-T240_RS0109135	NZ_AXNK01000028.1	182377	183078	+	702	1126
gene-T240_RS0109140	NZ_AXNK01000028.1	183160	183378	+	219	8017
gene-T240_RS0109145	NZ_AXNK01000028.1	183448	184488	-	1041	210
gene-T240_RS0109150	NZ_AXNK01000028.1	184621	186891	-	2271	17198
gene-T240_RS0109155	NZ_AXNK01000028.1	186939	187259	-	321	1563
gene-T240_RS0109160	NZ_AXNK01000028.1	187959	188177	+	219	8078
gene-T240_RS0109165	NZ_AXNK01000028.1	188308	190533	-	2226	15462
gene-T240_RS0109170	NZ_AXNK01000028.1	190845	191561	+	717	665
gene-T240_RS0109175	NZ_AXNK01000028.1	191660	192313	-	654	365
gene-T240_RS0109180	NZ_AXNK01000028.1	192573	193556	-	984	1727
gene-T240_RS0109185	NZ_AXNK01000028.1	194071	196146	+	2076	1303
gene-T240_RS0109190	NZ_AXNK01000028.1	196161	196946	+	786	1249
gene-T240_RS0109195	NZ_AXNK01000028.1	196943	197488	+	546	1215
gene-T240_RS0109200	NZ_AXNK01000028.1	197488	197652	+	165	202
gene-T240_RS0109205	NZ_AXNK01000028.1	197743	198549	+	807	1642
gene-T240_RS0109210	NZ_AXNK01000028.1	198646	201366	-	2721	455
gene-T240_RS0109215	NZ_AXNK01000028.1	201513	202190	-	678	306
gene-T240_RS0109220	NZ_AXNK01000028.1	202194	202934	-	741	888
gene-T240_RS0109225	NZ_AXNK01000028.1	203016	203786	-	771	3268
gene-T240_RS0109230	NZ_AXNK01000028.1	203870	204640	-	771	1472
gene-T240_RS0109235	NZ_AXNK01000028.1	204875	206335	-	1461	3100
gene-T240_RS0109240	NZ_AXNK01000028.1	206792	208339	+	1548	944
gene-T240_RS0109245	NZ_AXNK01000028.1	208646	210922	+	2277	28331
gene-T240_RS0109250	NZ_AXNK01000028.1	211075	212052	+	978	1146
gene-T240_RS0109255	NZ_AXNK01000028.1	212199	212939	+	741	3728
gene-T240_RS0109260	NZ_AXNK01000028.1	213100	213768	+	669	1844
gene-T240_RS0109265	NZ_AXNK01000028.1	213923	214423	+	501	644
gene-T240_RS0109270	NZ_AXNK01000028.1	214912	216846	+	1935	22744
gene-T240_RS0109275	NZ_AXNK01000028.1	216894	218165	+	1272	13952
